token_id,status,entity,access,architecture,material,eyes,interface,implant,mantle,background,signal,corruption
458,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.porcelain,eyes.optical_array,interface.forensic_plate,implant.root_port,mantle.archive_coat,background.anechoic_room,signal.locked,corruption.packet_ghosting
459,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.antenna,mantle.field_collar,background.cold_storage,signal.carrier_echo,corruption.scan_shear
460,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.ceramic,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.locked,corruption.scan_shear
461,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.void,interface.none,implant.spinal_bus,mantle.cable_shroud,background.rack_shadow,signal.locked,corruption.intact
462,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.optical_array,interface.null_mask,implant.none,mantle.cable_shroud,background.anechoic_room,signal.carrier_echo,corruption.checksum_burn
463,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.antenna,mantle.cable_shroud,background.rack_shadow,signal.locked,corruption.scan_shear
464,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.void,interface.respirator,implant.antenna,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
465,feasibility_only_not_final_art,entity.human,access.system,architecture.suspended_core,material.biosynth,eyes.biometric,interface.respirator,implant.root_port,mantle.field_collar,background.rack_shadow,signal.locked,corruption.intact
466,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.porcelain,eyes.optical_array,interface.forensic_plate,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.locked,corruption.checksum_burn
467,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.optical_array,interface.forensic_plate,implant.neural_cable,mantle.split_shell,background.rack_shadow,signal.intermittent,corruption.scan_shear
468,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.biometric,interface.none,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.packet_ghosting
469,feasibility_only_not_final_art,entity.human,access.system,architecture.suspended_core,material.biosynth,eyes.thermal,interface.none,implant.root_port,mantle.field_collar,background.evidence_void,signal.locked,corruption.intact
470,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.relay_well,signal.intermittent,corruption.scan_shear
471,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.porcelain,eyes.biometric,interface.null_mask,implant.none,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.scan_shear
472,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.carbon,eyes.biometric,interface.none,implant.antenna,mantle.archive_coat,background.anechoic_room,signal.locked,corruption.intact
473,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.none,implant.neural_cable,mantle.field_collar,background.service_tunnel,signal.intermittent,corruption.intact
474,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.inset,material.carbon,eyes.fractured,interface.null_mask,implant.antenna,mantle.field_collar,background.rack_shadow,signal.locked,corruption.intact
475,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.antenna,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
476,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.fractured,interface.forensic_plate,implant.antenna,mantle.archive_coat,background.service_tunnel,signal.locked,corruption.intact
477,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.relay_well,signal.carrier_echo,corruption.intact
478,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.intact
479,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.respirator,implant.neural_cable,mantle.archive_coat,background.service_tunnel,signal.silent,corruption.scan_shear
480,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.forensic_plate,implant.antenna,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
481,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.porcelain,eyes.void,interface.none,implant.neural_cable,mantle.ceramic_mantle,background.service_tunnel,signal.carrier_echo,corruption.packet_ghosting
482,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.void,interface.forensic_plate,implant.spinal_bus,mantle.cable_shroud,background.evidence_void,signal.locked,corruption.intact
483,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.locked,corruption.intact
484,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.biosynth,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.locked,corruption.intact
485,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.none,implant.neural_cable,mantle.cable_shroud,background.relay_well,signal.locked,corruption.intact
486,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.void,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.scan_shear
487,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.evidence_void,signal.locked,corruption.checksum_burn
488,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.none,implant.spinal_bus,mantle.cable_shroud,background.evidence_void,signal.intermittent,corruption.scan_shear
489,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.thermal,interface.none,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
490,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.forensic_plate,implant.antenna,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.intact
491,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.respirator,implant.neural_cable,mantle.ceramic_mantle,background.anechoic_room,signal.locked,corruption.checksum_burn
492,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.none,implant.none,mantle.ceramic_mantle,background.rack_shadow,signal.intermittent,corruption.packet_ghosting
493,feasibility_only_not_final_art,entity.specter,access.admin,architecture.double_plane,material.reconstructed,eyes.void,interface.neural_veil,implant.spinal_bus,mantle.cable_shroud,background.evidence_void,signal.locked,corruption.absence
494,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.thermal,interface.none,implant.none,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.intact
495,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.fractured,interface.skeletal_interface,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.intermittent,corruption.intact
496,feasibility_only_not_final_art,entity.specter,access.user,architecture.inset,material.reconstructed,eyes.fractured,interface.forensic_plate,implant.antenna,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.intact
497,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.carbon,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.intact
498,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.double_plane,material.porcelain,eyes.void,interface.none,implant.none,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.intact
499,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.thermal,interface.forensic_plate,implant.none,mantle.cable_shroud,background.service_tunnel,signal.locked,corruption.intact
500,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.void,interface.forensic_plate,implant.none,mantle.archive_coat,background.rack_shadow,signal.silent,corruption.scan_shear
501,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.carbon,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.service_tunnel,signal.carrier_echo,corruption.intact
502,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.porcelain,eyes.void,interface.none,implant.root_port,mantle.field_collar,background.evidence_void,signal.locked,corruption.intact
503,feasibility_only_not_final_art,entity.human,access.root,architecture.severed_halo,material.porcelain,eyes.biometric,interface.none,implant.signal_crown,mantle.cable_shroud,background.service_tunnel,signal.carrier_echo,corruption.intact
504,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.optical_array,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.intermittent,corruption.scan_shear
505,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.reconstructed,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.cable_shroud,background.service_tunnel,signal.carrier_echo,corruption.intact
506,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.fractured,interface.none,implant.antenna,mantle.ceramic_mantle,background.cold_storage,signal.locked,corruption.checksum_burn
507,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.none,implant.none,mantle.cable_shroud,background.rack_shadow,signal.carrier_echo,corruption.intact
508,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.none,implant.none,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.checksum_burn
509,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.antenna,mantle.archive_coat,background.relay_well,signal.locked,corruption.packet_ghosting
510,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.carbon,eyes.biometric,interface.forensic_plate,implant.none,mantle.archive_coat,background.cold_storage,signal.locked,corruption.intact
511,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.none,implant.none,mantle.field_collar,background.rack_shadow,signal.silent,corruption.intact
512,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.ceramic,eyes.fractured,interface.neural_veil,implant.none,mantle.archive_coat,background.relay_well,signal.intermittent,corruption.intact
513,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.carbon,eyes.biometric,interface.none,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.intermittent,corruption.scan_shear
514,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.none,implant.neural_cable,mantle.split_shell,background.evidence_void,signal.locked,corruption.scan_shear
515,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.none,implant.neural_cable,mantle.split_shell,background.anechoic_room,signal.carrier_echo,corruption.intact
516,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.void,interface.neural_veil,implant.antenna,mantle.split_shell,background.evidence_void,signal.locked,corruption.intact
517,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.carbon,eyes.biometric,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.rack_shadow,signal.locked,corruption.intact
518,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.thermal,interface.none,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.intermittent,corruption.scan_shear
519,feasibility_only_not_final_art,entity.specter,access.user,architecture.sealed,material.carbon,eyes.signal_burn,interface.none,implant.neural_cable,mantle.unsupported_frame,background.anechoic_room,signal.locked,corruption.intact
520,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.reconstructed,eyes.biometric,interface.neural_veil,implant.none,mantle.archive_coat,background.cold_storage,signal.locked,corruption.intact
521,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.void,interface.none,implant.none,mantle.field_collar,background.rack_shadow,signal.locked,corruption.intact
522,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.ceramic,eyes.void,interface.forensic_plate,implant.antenna,mantle.cable_shroud,background.rack_shadow,signal.intermittent,corruption.intact
523,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.reconstructed,eyes.biometric,interface.respirator,implant.none,mantle.field_collar,background.cold_storage,signal.locked,corruption.checksum_burn
524,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
525,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.porcelain,eyes.fractured,interface.none,implant.root_port,mantle.field_collar,background.service_tunnel,signal.locked,corruption.intact
526,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.carbon,eyes.void,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.cold_storage,signal.locked,corruption.intact
527,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.porcelain,eyes.biometric,interface.none,implant.antenna,mantle.field_collar,background.evidence_void,signal.locked,corruption.intact
528,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.none,implant.none,mantle.ceramic_mantle,background.rack_shadow,signal.locked,corruption.checksum_burn
529,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.archive_coat,background.cold_storage,signal.locked,corruption.packet_ghosting
530,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.carbon,eyes.biometric,interface.none,implant.spinal_bus,mantle.field_collar,background.rack_shadow,signal.intermittent,corruption.intact
531,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.carbon,eyes.thermal,interface.none,implant.neural_cable,mantle.ceramic_mantle,background.evidence_void,signal.carrier_echo,corruption.intact
532,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.porcelain,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.field_collar,background.relay_well,signal.carrier_echo,corruption.intact
533,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.archive_coat,background.uplink_black,signal.carrier_echo,corruption.scan_shear
534,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.neural_veil,implant.none,mantle.ceramic_mantle,background.rack_shadow,signal.carrier_echo,corruption.intact
535,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.none,implant.neural_cable,mantle.archive_coat,background.cold_storage,signal.locked,corruption.intact
536,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.neural_veil,implant.none,mantle.field_collar,background.relay_well,signal.locked,corruption.packet_ghosting
537,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.forensic_plate,implant.neural_cable,mantle.archive_coat,background.cold_storage,signal.carrier_echo,corruption.scan_shear
538,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.fractured,interface.none,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.intact
539,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.thermal,interface.respirator,implant.none,mantle.archive_coat,background.rack_shadow,signal.carrier_echo,corruption.intact
540,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.none,implant.none,mantle.field_collar,background.anechoic_room,signal.carrier_echo,corruption.intact
541,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.fractured,interface.forensic_plate,implant.neural_cable,mantle.cable_shroud,background.evidence_void,signal.locked,corruption.packet_ghosting
542,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.forensic_plate,implant.none,mantle.cable_shroud,background.evidence_void,signal.unclocked,corruption.intact
543,feasibility_only_not_final_art,entity.specter,access.user,architecture.sealed,material.phase_glass,eyes.void,interface.none,implant.neural_cable,mantle.split_shell,background.cold_storage,signal.locked,corruption.absence
544,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.optical_array,interface.none,implant.neural_cable,mantle.ceramic_mantle,background.evidence_void,signal.silent,corruption.intact
545,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.reconstructed,eyes.biometric,interface.null_mask,implant.neural_cable,mantle.archive_coat,background.rack_shadow,signal.intermittent,corruption.intact
546,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.reconstructed,eyes.optical_array,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.cold_storage,signal.carrier_echo,corruption.scan_shear
547,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.none,implant.neural_cable,mantle.cable_shroud,background.anechoic_room,signal.intermittent,corruption.scan_shear
548,feasibility_only_not_final_art,entity.hollow,access.admin,architecture.double_plane,material.ceramic,eyes.optical_array,interface.none,implant.neural_cable,mantle.field_collar,background.relay_well,signal.locked,corruption.scan_shear
549,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.respirator,implant.neural_cable,mantle.field_collar,background.evidence_void,signal.carrier_echo,corruption.intact
550,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.ceramic,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.archive_coat,background.uplink_black,signal.locked,corruption.intact
551,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.fractured,interface.forensic_plate,implant.none,mantle.archive_coat,background.service_tunnel,signal.intermittent,corruption.checksum_burn
552,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.none,implant.none,mantle.archive_coat,background.rack_shadow,signal.locked,corruption.checksum_burn
553,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.biosynth,eyes.optical_array,interface.respirator,implant.root_port,mantle.ceramic_mantle,background.relay_well,signal.carrier_echo,corruption.intact
554,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.carrier_echo,corruption.intact
555,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.forensic_plate,implant.none,mantle.cable_shroud,background.cold_storage,signal.carrier_echo,corruption.scan_shear
556,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.inset,material.carbon,eyes.void,interface.none,implant.spinal_bus,mantle.field_collar,background.relay_well,signal.locked,corruption.scan_shear
557,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.neural_veil,implant.none,mantle.ceramic_mantle,background.rack_shadow,signal.intermittent,corruption.intact
558,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.fractured,interface.none,implant.neural_cable,mantle.ceramic_mantle,background.rack_shadow,signal.intermittent,corruption.checksum_burn
559,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.porcelain,eyes.biometric,interface.forensic_plate,implant.none,mantle.ceramic_mantle,background.relay_well,signal.carrier_echo,corruption.intact
560,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.cable_shroud,background.rack_shadow,signal.carrier_echo,corruption.packet_ghosting
561,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.biometric,interface.none,implant.antenna,mantle.field_collar,background.anechoic_room,signal.locked,corruption.scan_shear
562,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.none,implant.spinal_bus,mantle.archive_coat,background.uplink_black,signal.intermittent,corruption.intact
563,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.forensic_plate,implant.none,mantle.field_collar,background.evidence_void,signal.intermittent,corruption.checksum_burn
564,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.carbon,eyes.optical_array,interface.none,implant.spinal_bus,mantle.field_collar,background.rack_shadow,signal.intermittent,corruption.intact
565,feasibility_only_not_final_art,entity.human,access.user,architecture.inset,material.carbon,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.split_shell,background.evidence_void,signal.locked,corruption.checksum_burn
566,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.thermal,interface.forensic_plate,implant.spinal_bus,mantle.archive_coat,background.rack_shadow,signal.intermittent,corruption.scan_shear
567,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.ceramic,eyes.thermal,interface.none,implant.antenna,mantle.archive_coat,background.service_tunnel,signal.locked,corruption.checksum_burn
568,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.porcelain,eyes.void,interface.null_mask,implant.antenna,mantle.archive_coat,background.cold_storage,signal.locked,corruption.intact
569,feasibility_only_not_final_art,entity.hollow,access.system,architecture.suspended_core,material.ceramic,eyes.optical_array,interface.none,implant.root_port,mantle.field_collar,background.relay_well,signal.locked,corruption.intact
570,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.none,implant.antenna,mantle.field_collar,background.cold_storage,signal.locked,corruption.intact
571,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.silent,corruption.checksum_burn
572,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.biometric,interface.neural_veil,implant.spinal_bus,mantle.ceramic_mantle,background.rack_shadow,signal.intermittent,corruption.intact
573,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.thermal,interface.none,implant.neural_cable,mantle.cable_shroud,background.cold_storage,signal.carrier_echo,corruption.packet_ghosting
574,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.reconstructed,eyes.optical_array,interface.none,implant.spinal_bus,mantle.field_collar,background.cold_storage,signal.intermittent,corruption.scan_shear
575,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.carbon,eyes.biometric,interface.respirator,implant.spinal_bus,mantle.cable_shroud,background.rack_shadow,signal.carrier_echo,corruption.intact
576,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.biosynth,eyes.biometric,interface.null_mask,implant.root_port,mantle.archive_coat,background.relay_well,signal.locked,corruption.intact
577,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.carbon,eyes.fractured,interface.none,implant.spinal_bus,mantle.cable_shroud,background.cold_storage,signal.locked,corruption.intact
578,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.porcelain,eyes.fractured,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.evidence_void,signal.carrier_echo,corruption.intact
579,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.none,implant.antenna,mantle.ceramic_mantle,background.service_tunnel,signal.intermittent,corruption.packet_ghosting
580,feasibility_only_not_final_art,entity.human,access.admin,architecture.double_plane,material.biosynth,eyes.thermal,interface.respirator,implant.spinal_bus,mantle.archive_coat,background.service_tunnel,signal.silent,corruption.scan_shear
581,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.respirator,implant.neural_cable,mantle.cable_shroud,background.cold_storage,signal.carrier_echo,corruption.intact
582,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.carbon,eyes.void,interface.none,implant.spinal_bus,mantle.cable_shroud,background.rack_shadow,signal.unclocked,corruption.intact
583,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.void,interface.none,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
584,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.reconstructed,eyes.fractured,interface.forensic_plate,implant.neural_cable,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
585,feasibility_only_not_final_art,entity.human,access.user,architecture.sealed,material.biosynth,eyes.biometric,interface.forensic_plate,implant.none,mantle.archive_coat,background.cold_storage,signal.intermittent,corruption.intact
586,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.optical_array,interface.none,implant.spinal_bus,mantle.ceramic_mantle,background.service_tunnel,signal.carrier_echo,corruption.intact
587,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.neural_veil,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.intermittent,corruption.intact
588,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.ceramic,eyes.thermal,interface.none,implant.spinal_bus,mantle.archive_coat,background.evidence_void,signal.locked,corruption.intact
589,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.inset,material.biosynth,eyes.biometric,interface.neural_veil,implant.spinal_bus,mantle.archive_coat,background.evidence_void,signal.carrier_echo,corruption.intact
590,feasibility_only_not_final_art,entity.synthetic,access.user,architecture.sealed,material.ceramic,eyes.biometric,interface.respirator,implant.none,mantle.ceramic_mantle,background.evidence_void,signal.locked,corruption.intact
591,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.carbon,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.ceramic_mantle,background.rack_shadow,signal.carrier_echo,corruption.intact
592,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.void,interface.neural_veil,implant.none,mantle.ceramic_mantle,background.anechoic_room,signal.locked,corruption.scan_shear
593,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.porcelain,eyes.thermal,interface.forensic_plate,implant.antenna,mantle.field_collar,background.evidence_void,signal.silent,corruption.scan_shear
594,feasibility_only_not_final_art,entity.synthetic,access.system,architecture.suspended_core,material.porcelain,eyes.biometric,interface.none,implant.root_port,mantle.field_collar,background.relay_well,signal.locked,corruption.scan_shear
595,feasibility_only_not_final_art,entity.hollow,access.user,architecture.sealed,material.porcelain,eyes.optical_array,interface.neural_veil,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.intermittent,corruption.intact
596,feasibility_only_not_final_art,entity.specter,access.user,architecture.sealed,material.phase_glass,eyes.void,interface.null_mask,implant.none,mantle.ceramic_mantle,background.cold_storage,signal.carrier_echo,corruption.checksum_burn
597,feasibility_only_not_final_art,entity.human,access.admin,architecture.inset,material.biosynth,eyes.void,interface.forensic_plate,implant.neural_cable,mantle.archive_coat,background.evidence_void,signal.locked,corruption.scan_shear
598,feasibility_only_not_final_art,entity.hollow,access.user,architecture.inset,material.porcelain,eyes.optical_array,interface.null_mask,implant.neural_cable,mantle.ceramic_mantle,background.relay_well,signal.carrier_echo,corruption.intact
599,feasibility_only_not_final_art,entity.synthetic,access.admin,architecture.double_plane,material.biosynth,eyes.biometric,interface.respirator,implant.neural_cable,mantle.cable_shroud,background.cold_storage,signal.carrier_echo,corruption.scan_shear
